word,rootWord,sentimentTag,sentimentStrength,partOfSpeech,definition,exampleSentence,domain,relatedWords,isNegatable
mencederakan,cedera,negative,-0.8,verb,Menyebabkan kecederaan fizikal atau mental kepada seseorang atau sesuatu.,Kemalangan itu mencederakan ramai orang.,"kesihatan, jenayah","['melukai', 'menyakiti', 'memudaratkan']",True
panjang,panjang,neutral,0,adjective,Mempunyai ukuran yang besar dari satu hujung ke hujung yang lain; tidak pendek.,Sungai itu sangat panjang.,umum,"['lama', 'lebar', 'pendek']",True
pdhal,padahal,neutral,0,conjunction/adverb,Singkatan dari 'padahal'; sedangkan; walhal.,"Dia kata penat, pdhal baru je duduk.",komunikasi informal,"['padahal', 'sedangkan', 'walhal']",False
Hati2,hati-hati,neutral,0.3,interjection/adverb,Berhati-hati; cermat; awas.,Hati2 di jalan raya.,"umum, keselamatan","['berwaspada', 'cermat', 'awas']",False
tembak,tembak,neutral,-0.4,verb,Menembak dengan senjata; melepaskan peluru.,Polis terpaksa menembak suspek.,"ketenteraan, jenayah","['menembak', 'melepaskan']",True
cuma,cuma,neutral,0,adverb,Hanya; sahaja.,Dia cuma ada dua ringgit.,umum,"['hanya', 'sahaja']",False
tu,itu,neutral,0,demonstrative pronoun/adjective,Singkatan dari 'itu'; penunjuk untuk sesuatu yang jauh atau telah disebut.,Buku tu mahal.,komunikasi informal,"['itu', 'ini']",False
dorg,mereka,neutral,0,pronoun,Singkatan dari 'dia orang' atau 'mereka'.,Dorg dah balik.,komunikasi informal,"['mereka', 'dia orang']",False
ngeriiii,ngeri,negative,-0.8,adjective,Sangat menakutkan atau mengerikan; seram.,Kejadian itu sangat ngeriiii.,"umum, emosi","['seram', 'dahsyat', 'menakutkan', 'gerun']",True
ni,ini,neutral,0,demonstrative pronoun/adjective,Singkatan dari 'ini'; penunjuk untuk sesuatu yang dekat.,Buku ni cantik.,komunikasi informal,"['ini', 'itu']",False
k,okay,neutral,0.1,interjection,Singkatan dari 'okay'; baik; setuju.,Boleh buat sekarang? K.,komunikasi informal,"['okay', 'baik', 'setuju']",False
dengarkan,dengar,neutral,0,verb (imperative),Arahkan telinga untuk menerima bunyi; beri perhatian.,Sila dengarkan arahan saya.,"umum, komunikasi","['mendengar', 'tumpukan']",True
Masih,masih,neutral,0,adverb,Belum berhenti; berterusan.,Dia masih bekerja di sana.,umum,"['belum', 'sentiasa']",False
Perhatian,hati,neutral,0.3,noun,Tumpuan fikiran atau deria; keprihatinan.,Sila berikan perhatian kepada pengumuman ini.,"umum, komunikasi","['tumpuan', 'keprihatinan', 'fokus']",True
pdi,PDI,neutral,0,noun (acronym),Akronim yang mungkin merujuk kepada sebuah parti politik (contoh: Parti Demokrasi Indonesia) atau singkatan lain mengikut konteks.,PDI sering mengadakan ceramah umum.,politik,"['parti', 'politik']",False
lori,lori,neutral,0,noun,Kenderaan berat beroda empat atau lebih yang digunakan untuk mengangkut barang.,Lori itu membawa muatan pasir.,"transportasi, logistik","['trak', 'kenderaan', 'bas']",True
Takyah,tak payah,neutral,0,verb/adverb (informal negative imperative),Singkatan dari 'tak payah'; tidak perlu; jangan.,Takyah datang kalau sibuk.,komunikasi informal,"['tak perlu', 'jangan', 'usah']",False
kulit,kulit,neutral,0,noun,Lapisan luar badan manusia atau haiwan; lapisan luar buah-buahan atau sayur-sayuran.,Kulit pisang itu berwarna kuning.,anatomy,"['daging', 'isi']",True
masuk,masuk,neutral,0,verb,Pergi atau datang ke dalam; menyertai sesuatu.,Dia baru sahaja masuk ke dalam bilik.,general,"['keluar', 'datang', 'pergi']",True
diorg,mereka,neutral,0,pronoun,Bentuk tidak formal bagi 'mereka' (orang ketiga jamak).,Diorg dah sampai ke?,colloquial,"['mereka', 'dia']",True
thief,pencuri,negative,-0.8,noun,Perkataan Inggeris yang bermaksud 'pencuri' (seseorang yang mencuri).,Seorang thief telah ditangkap malam tadi.,crime,"['pencuri', 'perompak', 'penjenayah']",True
ialah,ialah,neutral,0,copula,Kata sendi nama yang menunjukkan persamaan atau identiti antara subjek dan predikat.,Buku ini ialah hadiah dari ibu saya.,grammar,['adalah'],True
sangat,sangat,neutral,0,adverb,Menunjukkan tahap atau darjah yang tinggi; terlalu.,Makanan itu sangat sedap.,general,"['amat', 'terlalu', 'begitu']",False
ALHAMDULLILLAH,Alhamdulillah,positive,0.9,interjection,Ungkapan Arab yang bermaksud 'Segala puji bagi Allah'; melahirkan rasa syukur atau lega.,"Alhamdulillah, kami selamat sampai ke destinasi.",religion,"['syukur', 'terima kasih']",False
rendah,rendah,neutral,0,adjective,Tidak tinggi; bawah paras biasa; kurang mutunya.,Rumah itu mempunyai pagar yang rendah.,general,"['tinggi', 'bawah', 'kecil']",True
rakyat,rakyat,neutral,0,noun,Penduduk sesebuah negara; warga negara.,Rakyat Malaysia hidup dalam harmoni.,politics,"['warga', 'penduduk', 'bangsa']",True
dgn,dengan,neutral,0,preposition,"Singkatan bagi 'dengan'; menunjukkan bersama, menggunakan, atau cara.",Dia pergi ke sekolah dgn kawan-kawannya.,colloquial,"['dengan', 'bersama']",False
Terus,terus,neutral,0,adverb,Melakukan sesuatu tanpa berhenti; serta-merta; lurus.,Dia terus berjalan tanpa menoleh.,general,"['serta-merta', 'langsung', 'berterusan']",True
"rumahnya,",rumah,neutral,0,noun,Kediaman miliknya; tempat tinggal (dengan imbuhan kepunyaan).,"Rumahnya, yang besar itu, terletak di hujung jalan.",housing,"['kediaman', 'kedai']",True
kuat2,kuat,neutral,0,adverb,Dilakukan dengan sepenuh tenaga atau kekuatan; sangat kuat (pengulangan kata).,Dia menjerit kuat2 agar didengari.,general,"['dengan kuat', 'sekuat-kuat']",True
diorang,mereka,neutral,0,pronoun,Bentuk tidak formal bagi 'mereka' (orang ketiga jamak).,Diorang semua setuju dengan cadangan itu.,colloquial,"['mereka', 'kita']",True
haha,haha,positive,0.6,interjection,Bunyi ketawa; menyatakan kelucuan atau geli hati.,"Haha, lawak sungguh cerita kamu!",emotion,"['hehe', 'lol']",False
Takda,ada,neutral,0,adverb,Bentuk tidak formal bagi 'tidak ada'; tidak wujud atau tidak dimiliki.,Takda siapa di rumah sekarang.,colloquial,"['tiada', 'tidak ada']",False
jadinya.,jadi,neutral,0,conjunction,Oleh sebab itu; maka; kesudahannya (dengan imbuhan 'nya').,"Hujan lebat, jadinya, kami terpaksa batalkan rancangan.",general,"['maka', 'oleh itu']",False
pemalas,malas,negative,-0.7,adjective,Sifat tidak suka bekerja atau bergerak; orang yang malas.,"Jangan jadi pemalas, rajinlah berusaha.",personality,"['rajin', 'lestari', 'lemah']",True
mudah,mudah,positive,0.6,adjective,Tidak sukar; senang; gampang.,Soalan ujian itu sangat mudah.,general,"['senang', 'gampang', 'sukar', 'susah']",True
suspek,suspek,neutral,-0.2,noun,Orang yang disyaki terlibat dalam sesuatu kesalahan atau jenayah.,Polis telah menahan beberapa suspek.,crime,"['pesalah', 'tertuduh', 'saksi']",True
Semoga,semoga,positive,0.7,particle,Menyatakan harapan atau doa agar sesuatu berlaku.,Semoga berjaya dalam peperiksaan anda.,emotion,"['mudah-mudahan', 'harapan']",False
pintu,pintu,neutral,0,noun,Bahagian yang boleh dibuka dan ditutup untuk masuk atau keluar dari bangunan atau bilik.,Dia mengetuk pintu sebelum masuk.,architecture,"['tingkap', 'dinding']",True
crmin,cermin,neutral,0,noun,Ejaan tidak standard bagi 'cermin'; kepingan kaca yang memantulkan imej.,Dia memandang wajahnya di crmin.,household,"['cermin', 'kaca']",True
dislike,tidak suka,negative,-0.6,verb,Perkataan Inggeris yang bermaksud 'tidak suka' atau 'benci'.,Ramai orang dislike komen negatif itu.,social media,"['benci', 'tidak gemar', 'suka']",False
Padan,padan,positive,0.3,adjective,Sesuai atau serasi; sepadan; layak.,Warna baju itu sangat padan dengan kulitnya.,general,"['sesuai', 'serasi', 'tidak padan']",True
nyanyi,nyanyi,neutral,0,verb,Mengeluarkan suara berlagu; menyanyikan.,Dia suka nyanyi lagu Melayu.,music,"['menyanyi', 'berlagu']",True
mendadak,dadak,neutral,0,adverb,Berlaku secara tiba-tiba atau tidak dijangka.,Harga barang naik mendadak.,general,"['tiba-tiba', 'serta-merta', 'perlahan']",True
cermin...,cermin,neutral,0,noun,Kepingan kaca yang memantulkan imej.,Dia melihat dirinya di cermin.,household,"['kaca', 'refleksi']",True
Tk,tidak,neutral,0,adverb,Singkatan bagi 'tidak'; menunjukkan penafian atau ketiadaan.,"Tk mengapa, saya faham.",colloquial,"['tidak', 'bukan']",False
terdesak,desak,negative,-0.6,adjective,Dalam keadaan yang sangat memerlukan atau mendesak; terpaksa.,Dia terdesak untuk mencari pekerjaan.,general,"['terpaksa', 'memerlukan', 'senang']",True
kehidupan,hidup,neutral,0,noun,Proses hidup; cara hidup; keadaan hidup.,Kehidupan di kota besar sangat sibuk.,general,"['hidup', 'mati', 'riwayat']",True
satu,satu,neutral,0,numeral,Angka yang menunjukkan kuantiti tunggal; pertama.,Dia mengambil satu buku dari rak.,mathematics,"['dua', 'tunggal', 'sendiri']",True
suka,suka,positive,0.7,verb,Mempunyai perasaan gemar atau senang terhadap sesuatu.,Saya suka makan nasi lemak.,emotion,"['gemar', 'cinta', 'benci', 'tidak suka']",True
Fpi,FPI,neutral,0,noun,"Singkatan bagi 'Front Pembela Islam', sebuah organisasi massa di Indonesia (sebagai contoh).",Berita melaporkan aktiviti Fpi di kawasan itu.,politics,"['organisasi', 'kelompok']",False
sokong,sokong,positive,0.7,verb,Memberi bantuan atau persetujuan; menyokong.,Kami sokong cadangan itu sepenuhnya.,politics,"['bantu', 'setuju', 'tentang', 'tolak']",True
tips,tip,neutral,0,noun,Nasihat atau panduan berguna; cadangan kecil.,Dia berkongsi tips untuk belajar dengan berkesan.,education,"['nasihat', 'panduan', 'petua']",True
sampi,sampai,neutral,0,preposition,Ejaan tidak standard bagi 'sampai'; hingga; tiba di destinasi.,Dia berlari sampi ke garisan penamat.,general,"['sampai', 'hingga', 'tiba']",True
jaa,saja,neutral,0,particle,Bentuk tidak formal atau ejaan tidak standard bagi 'saja'; hanya.,Buat apa jaa yang dia suruh.,colloquial,"['saja', 'sahaja', 'hanya']",False
sja...xpayah,saja,negative,-0.3,phrase,Gabungan bentuk tidak formal 'saja' (hanya) dan 'xpayah' (tak payah / tidak perlu); bermaksud 'tidak perlu/tidak usah lagi'.,"Sudah siap, sja...xpayah buat lagi.",colloquial,"['saja', 'tidak perlu', 'usah']",False
membantu.malah,bantu,positive,0.7,verb,Kata 'membantu' (memberi pertolongan) diikuti oleh 'malah' (bahkan/sebaliknya).,Dia datang untuk membantu. Malah dia membawa makanan sekali.,general,"['tolong', 'sokong', 'halang']",True
ni.klu,ini,neutral,0,demonstrative,"Gabungan bentuk tidak formal 'ni' (ini) dan 'klu' (kalau); bermaksud 'ini, kalau...'","Ambil ni. Klu tak nak, pulangkan.",colloquial,"['ini', 'kalau', 'jika']",True
rumah,rumah,neutral,0,noun,Bangunan atau tempat tinggal manusia atau haiwan.,Mereka membina rumah baru.,housing,"['kediaman', 'bangunan', 'bumbung']",True
kaye-raye.,kaya-raya,positive,0.7,adjective,Ejaan tidak standard bagi 'kaya-raya'; sangat kaya; mewah.,Dia hidup kaye-raye di bandar.,economics,"['kaya', 'mewah', 'miskin', 'papa']",True
kanun,kanun,neutral,0,noun,Peraturan atau undang-undang; hukum.,Kanun jenayah negara itu sangat ketat.,law,"['undang-undang', 'hukum', 'akta']",True
langgak,langgar,negative,-0.5,verb,Ejaan tidak standard bagi 'langgar'; melanggar peraturan atau berlanggar dengan sesuatu.,Dia didenda kerana langgak lampu isyarat.,transportation,"['langgar', 'patuh', 'akibat']",True
Wah,wah,positive,0.5,interjection,"Ungkapan rasa terkejut, kagum, atau hairan.","Wah, cantiknya pemandangan ini!",emotion,"['wow', 'oh']",False
ketika,ketika,neutral,0,conjunction,Masa; pada waktu; apabila.,Dia sedang tidur ketika saya pulang.,time,"['masa', 'apabila', 'kala']",False
"kecemasan,",cemas,negative,-0.7,noun,Keadaan terdesak atau panik; keadaan darurat.,Dia menghubungi talian kecemasan.,health,"['panik', 'darurat', 'tenang']",True
kekerasn,keras,negative,-0.8,noun,Ejaan tidak standard bagi 'kekerasan'; tindakan yang menggunakan kekuatan fizikal untuk mencederakan atau mengawal.,Pihak berkuasa mengecam kekerasn yang berlaku.,crime,"['keganasan', 'kezaliman', 'kelembutan']",True
Sbb,sebab,neutral,0,conjunction,Singkatan bagi 'sebab'; kerana; alasan.,Dia datang lambat sbb kesesakan jalan.,colloquial,"['sebab', 'kerana', 'akibat']",False
bukannye,bukan,neutral,0,partikel,Bentuk tidak formal bagi 'bukannya'; bermaksud 'bukan itu' atau penegasan bagi sesuatu yang tidak benar.,"Dia bukannye tak suka, cuma segan.",Umum,"['bukan', 'tidak']",False
bodoh,bodoh,negative,-0.8,kata sifat,Tidak cerdik; dungu; bebal.,Janganlah buat kerja bodoh macam tu.,Umum,"['dungu', 'bebal', 'pandai']",True
Pati,pati,neutral,0,kata nama,Bahan yang pekat atau inti sesuatu; saripati; ekstrak.,Santan kelapa ini sangat pekat patinya.,Umum/Makanan,"['inti', 'saripati', 'ekstrak']",False
selamat.sejata,"selamat, senjata",neutral,0,gabungan kata sifat dan kata nama,Gabungan 'selamat' (bebas daripada bahaya) dan 'senjata' (alat untuk menyerang atau mempertahankan diri).,Kita perlu memastikan keselamatan diri daripada ancaman senjata.,Keselamatan/Ketenteraan,"['aman', 'bahaya', 'alat', 'pistol']",True
Hone,Hone,neutral,0,kata kerja (English),Kata kerja Bahasa Inggeris bermaksud mengasah atau menyempurnakan kemahiran.,Dia perlu hone kemahiran bertuturnya.,Umum/Pendidikan,"['asah', 'tingkatkan']",True
"lelaki,",lelaki,neutral,0,kata nama,Manusia jantan dewasa; pria.,Lelaki itu sedang membaca buku.,Umum,"['pria', 'jantan', 'wanita']",False
Takkan,tidak akan,neutral,0,partikel/penegas,Singkatan bagi 'tidak akan'; mustahil akan berlaku.,Dia takkan datang hari ini.,Umum,"['tidak akan', 'mustahil']",False
bodo..,bodoh,negative,-0.8,kata sifat,Bentuk tidak formal bagi 'bodoh'; tidak cerdik.,Awak jangan jadi bodo sangatlah.,Umum,"['bodoh', 'dungu']",True
Tu..bahayalah..,"itu, bahaya",negative,-0.7,gabungan kata ganti nama penunjuk dan kata sifat,'Tu' adalah singkatan 'itu'. 'Bahayalah' adalah 'bahaya' dengan penegas 'lah'. Secara keseluruhan bermaksud 'Itu berbahaya' atau 'ada bahaya'.,"Jangan sentuh benda tu, bahayalah.",Umum/Keselamatan,"['berbahaya', 'merbahaya', 'selamat']",True
diaorg,mereka,neutral,0,kata ganti nama diri ketiga,Singkatan tidak formal bagi 'mereka' atau 'mereka orang'.,Diaorg dah balik ke rumah.,Umum,"['mereka', 'depa']",False
rogol,rogol,negative,-0.9,kata kerja,Melakukan persetubuhan secara paksa; merogol.,Kes rogol semakin berleluasa.,Jenayah/Sosial,"['perkosa', 'cabul']",True
ujia,"uji, ujian",neutral,0,kata kerja/kata nama (kemungkinan typo untuk 'ujian' atau 'uji'),Merujuk kepada percubaan untuk mengetahui kebenaran atau kebolehan sesuatu; peperiksaan.,Ini adalah ujia (sepatutnya 'ujian') terakhir.,Umum/Pendidikan,"['uji', 'ujian', 'cuba', 'periksa']",True
segi,segi,neutral,0,kata nama,Aspek; sudut pandangan; sisi.,"Dari segi ekonomi, negara itu semakin maju.",Umum,"['aspek', 'sudut', 'pihak']",False
hal,hal,neutral,0,kata nama,Perkara; urusan; keadaan.,Kita perlu bincang hal ini dengan lebih mendalam.,Umum,"['perkara', 'urusan', 'isu']",False
rompakan,rompak,negative,-0.8,kata nama,Perbuatan merompak; kejadian merompak.,Kes rompakan bank itu masih disiasat.,Jenayah,"['ragut', 'samun', 'curi']",True
shopping,shopping,neutral,0,kata kerja/kata nama (English),Aktiviti membeli-belah (dari Bahasa Inggeris).,Mari kita pergi shopping hujung minggu ini.,Perdagangan/Umum,"['membeli-belah', 'beli']",True
pulk,pula,neutral,0,partikel,Bentuk tidak formal bagi 'pula'; tambahan pula; seterusnya.,Dia pulk yang datang lambat.,Umum,"['pula', 'lagi', 'tambahan']",False
hadapi,hadap,neutral,0,kata kerja,Menghadap; menghadapi; mengatasi.,Kita perlu hadapi cabaran ini dengan berani.,Umum,"['menghadapi', 'tangani', 'atasi']",True
tido,tidur,neutral,0,kata kerja,Bentuk tidak formal bagi 'tidur'; berehat dengan memejamkan mata.,Dia dah tido awal malam ni.,Umum,"['tidur', 'lena']",True
the,the,neutral,0,penentu (English),Kata sandang takrifan dalam bahasa Inggeris.,The book is on the table.,Bahasa,[],False
ckp,cakap,neutral,0,kata kerja,Bentuk tidak formal bagi 'cakap'; berkata-kata; berbual.,Dia ckp dia tak datang.,Umum,"['cakap', 'kata', 'ujar']",True
ny,nya,neutral,0,kata ganti nama diri ketiga/partikel,Bentuk tidak formal bagi 'nya'; akhiran yang merujuk kepada sesuatu atau menunjukkan penegasan.,Kereta ny rosak.,Umum,['nya'],False
Pembunuh,bunuh,negative,-0.9,kata nama,Orang yang melakukan perbuatan membunuh.,Pembunuh bersiri itu akhirnya ditangkap.,Jenayah,"['pembunuhan', 'membunuh', 'mangsa']",False
gini..patut,"begini, patut",neutral,0,gabungan kata keterangan dan kata kerja/sifat,'Gini' adalah singkatan 'begini' (seperti ini). 'Patut' bermaksud wajar atau sesuai.,"Kalau dah gini, patutlah dia marah.",Umum,"['begini', 'macam ini', 'wajar', 'sesuai']",True
Tu,itu,neutral,0,kata ganti nama penunjuk,Singkatan tidak formal bagi 'itu'.,Buku tu atas meja.,Umum,"['itu', 'ini']",False
"duit,",duit,neutral,0,kata nama,Wang; harta benda.,Dia banyak duit hasil bekerja keras.,Ekonomi/Kewangan,"['wang', 'harta', 'pendapatan']",False
tercongok,congok,neutral,0,kata kerja,Duduk atau berdiri tegak-tegak (selalunya tanpa berbuat apa-apa); terpacak.,Dia hanya tercongok di situ menunggu arahan.,Umum,"['terpacak', 'duduk', 'berdiri']",True
on,on,neutral,0,kata sendi nama/kata keterangan/kata kerja (English),"Dalam bahasa Inggeris bermaksud 'di atas', 'hidup', atau 'sedang berlaku'.",Lampu dah on ke?,Umum/Teknologi,"['hidup', 'aktif', 'mati']",True
laporan,lapor,neutral,0,kata nama,Keterangan atau berita yang disampaikan (secara lisan atau bertulis).,Polis telah menerima laporan tentang kejadian itu.,Umum/Pemerintahan,"['berita', 'maklumat', 'catatan']",False
mungkin,mungkin,neutral,0,kata keterangan,Barangkali; boleh jadi.,Dia mungkin datang esok.,Umum,"['barangkali', 'boleh jadi', 'pasti']",False
koje,kerja,neutral,0,kata nama/kata kerja,Bentuk tidak formal bagi 'kerja'; tugas; perbuatan.,Banyak koje nak kena settle hari ni.,Umum/Pekerjaan,"['kerja', 'tugas', 'aktiviti']",True
tme,masa,neutral,0,kata nama,Singkatan tidak formal bagi 'masa' (waktu) atau 'time' (Bahasa Inggeris).,Apa tme kita nak jumpa?,Umum,"['masa', 'waktu']",False
awam,awam,neutral,0,kata sifat,Umum; orang ramai; bukan khusus.,Perkhidmatan awam harus dipertingkatkan.,Umum/Pemerintahan,"['umum', 'rakyat', 'persendirian']",True
yg,yang,neutral,0,kata penghubung/kata ganti nama relatif,Singkatan tidak formal bagi 'yang'.,Orang yg pakai baju merah itu abang saya.,Umum,['yang'],False
TDK,tidak,neutral,0,kata nafi,Singkatan tidak formal bagi 'tidak'.,Dia TDK datang hari ini.,Umum,"['tidak', 'bukan']",False
jam..yg,"jam, yang",neutral,0,gabungan kata nama dan kata penghubung,'Jam' merujuk kepada waktu atau alat penunjuk waktu. 'Yg' adalah singkatan 'yang'.,Jam yg rosak itu perlu dibaiki.,Umum,"['waktu', 'pukul', 'yang']",False
seragam,seragam,neutral,0,kata sifat/kata nama,Sama rupa atau bentuk; uniform; pakaian yang sama.,Pelajar-pelajar memakai pakaian seragam ke sekolah.,Umum/Pendidikan,"['sama', 'sebentuk', 'berbeza']",True
Hampir,hampir,neutral,0,kata keterangan/kata sifat,Nyaris; dekat; tidak lama lagi.,Dia hampir jatuh tadi.,Umum,"['nyaris', 'dekat', 'sikit lagi']",True
Takde,tidak ada/tiada,neutral,0,kata nafi/kata kerja,Singkatan tidak formal bagi 'tidak ada' atau 'tiada'; tidak wujud.,Takde siapa di rumah.,Umum,"['tiada', 'tidak ada', 'ada']",False
